name,barcode,price,weight,category,date
Omo Auto Washing Liquid with a Touch of Comfort 2 L,6001087384353,134.99,2.0,Cleaning,29-05-2023
Handy Andy Lavender Multi Purpose Cleaning Cream Refill 750 ml,6001087009799,27.99,0.75,Cleaning,29-05-2023
W.Lab 3 in 1 Auto Dishwasher Powder 1 kg,6009223584520,84.99,1.0,Cleaning,29-05-2023
3-in-1 Ocean Mist Anti-Bacterial Bathroom Cleaner 500 ml,6009223521914,46.99,0.5,Cleaning,29-05-2023
Full Circle Clean Again Extra Absorbent Cleaning Cloths 2 pk,810119020024,69.99,,Cleaning,29-05-2023
Sta-Soft Ocean Fresh Intense Fragrance Ultra Concentrate Fabric Softener 1 l,8718951466784,79.99,,Cleaning,29-05-2023
W.Lab Anti-Bacterial Gentle Scourer 3 pk,6009223668190,34.99,,Cleaning,29-05-2023
Sta-Soft Dream Aromatherapy Fabric Softener Refill 500 ml,8718951541016,49.99,0.5,Cleaning,29-05-2023
Omo Auto Liquid Laundry Detergent 2 L,6001087384322,134.99,2.0,Cleaning,29-05-2023
Dettol Crisp Linen Fragranced Disinfectant Spray 400 ml,6001106228422,79.99,0.4,Cleaning,29-05-2023
Handy Andy Eucalyptus Multi Purpose Cleaning Cream 750 ml,6001087391733,33.99,0.75,Cleaning,29-05-2023
Fairy All In One Lemon Scented Dishwasher Tablets 64 pcs,8001841958521,259.99,,Cleaning,29-05-2023
Duck Active Clean Marine Rimblock 35 g,6001298001759,39.99,0.04,Cleaning,29-05-2023
Comfort Elegance Concentrated Fabric Softener Refill 800 ml,6001087352475,47.99,0.8,Cleaning,29-05-2023
Duck Extra Power Marine Foaming Bleach Gel Toilet Cleaner 500 ml,6001298701697,35.99,0.5,Cleaning,29-05-2023
Fairy Premium Plus Lemon Scented Dishwasher Tablets 14 pcs,4902430925891,99.99,,Cleaning,29-05-2023
Mr Min Almond Wood Polish 300 ml,6001106224318,49.99,0.3,Cleaning,29-05-2023
OMO Colour Auto Washing Liquid 1.5 L,6001087385848,99.99,5.0,Cleaning,29-05-2023
3 in 1 Anti-Bacterial Regular Thick Bleach 750 ml,6009217630745,34.99,0.75,Cleaning,29-05-2023
W.Lab 3-in-1 Amber Blossom Fragrance Booster 275 g,6009217148059,119.99,0.28,Cleaning,29-05-2023
Ariel Downy Auto Washing Powder 3 kg,4084500833678,159.99,3.0,Cleaning,29-05-2023
Ariel Automatic Concentrated Washing Liquid 1 L,8001841965987,74.99,1.0,Cleaning,29-05-2023
Vanish Power O2 Crystal White Stain Removing Powder 400 g,6001106117849,129.99,0.4,Cleaning,29-05-2023
Finish Powerball Quantum All in 1 Max Dishwasher Tablets 50 pcs,6001106228590,259.99,,Cleaning,29-05-2023
W.Lab 3 in 1 Colours Auto Laundry Liquid 1 .5 L,6009223524526,89.99,5.0,Cleaning,29-05-2023
3-in-1 Pink Grapefruit Anti-Bacterial  Tile Cleaner Spray 750 ml,6009223524533,46.99,0.75,Cleaning,29-05-2023
Stainless Steel Clothes Pegs in Cotton Bag 21 pcs,6009223203568,139.0,,Cleaning,29-05-2023
W.Lab All in 1 Eucalyptus Fragranced Auto Dishwasher Tablets 24 pk,6009223524571,139.99,,Cleaning,29-05-2023
Earth Friendly 100 % Bamboo Swab 1 pc,6009223479413,39.99,,Cleaning,29-05-2023
Jik Clean Up Trigger Lemon 500 ml,6001106227029,48.99,0.5,Cleaning,29-05-2023
OMO Stain Removal Auto Laundry Capsules 16 pcs,6001087395977,98.99,,Cleaning,29-05-2023
Comfort Uplifting Concentrated Fabric Softener Refill 800 ml,6001087377515,47.99,0.8,Cleaning,29-05-2023
Dettol Orchard Blossom Fragranced Disinfectant Spray 400 ml,6001106228446,79.99,0.4,Cleaning,29-05-2023
Skip Anti-Ageing Auto Washing Liquid 2 L,6001087384438,139.99,2.0,Cleaning,29-05-2023
W.Lab 3 in 1 Delicate Hand and Auto Laundry Liquid 1 .5 L,6009223524519,89.99,5.0,Cleaning,29-05-2023
Sunlight Extra Nature Dishwashing Liquid Refill 750 ml,6001087385978,34.99,0.75,Cleaning,29-05-2023
Medium Rubber Gloves 1 pk,6009223617976,39.99,,Cleaning,29-05-2023
Jik Clean Up Trigger Lavender 500 ml,6001106227036,48.99,0.5,Cleaning,29-05-2023
Earth Friendly Eucalyptus and Black Pepper Surface Wipes 50 s,6009223016397,89.99,,Cleaning,29-05-2023
OMO Stain Removal  Auto Laundry Capsules 22 pcs,6001087396004,134.99,,Cleaning,29-05-2023
W.Lab 3 in 1 Lemon Auto Dishwasher Rinse Aid 400 ml,6009223524540,84.99,1.0,Cleaning,29-05-2023
Omo 3X Power Auto Laundry Capsules in Tub 588 ml,6001087377621,134.99,0.59,Cleaning,29-05-2023
Handy Andy Lemon Fresh Cream Detergent Refill 750 ml,6001087009805,27.99,0.75,Cleaning,29-05-2023
Sunlight 2 in 1 Auto Laundry Liquid 2 L,6001087384292,104.99,2.0,Cleaning,29-05-2023
W.Lab All in 1 Eucalyptus Fragranced Auto Dishwasher Tablets 56 pk,6009223524588,259.99,,Cleaning,29-05-2023
W.Lab Stainless Steel Spiral Scourers 3 pk,6009223668183,34.99,,Cleaning,29-05-2023
Sunlight Extra Anti-Bacterial Dishwashing Liquid Refill 750 ml,6001087385961,34.99,0.75,Cleaning,29-05-2023
Duck Marine Fresh Gel Discs Holder with 6 Discs 1 pk,6001298001025,54.99,,Cleaning,29-05-2023
Handy Andy Potpourri Cream Detergent Refill 750 ml,6001087009782,27.99,0.75,Cleaning,29-05-2023
W.Lab 3-in-1 Sea Breeze Fragrance Booster 275 g,6009217148042,119.99,0.28,Cleaning,29-05-2023
3 in 1 Fresh Mint All Purpose Cream Cleaner 750 ml,6009217629091,34.99,0.75,Cleaning,29-05-2023
Ariel Anti-Germ Automatic Washing Powder 2 kg,8006540179468,114.99,2.0,Cleaning,29-05-2023
Earth Friendly 100 % Bamboo Dish Cloth 1 pc,6009223479420,82.99,,Cleaning,29-05-2023
Full Circle Be Good Dish Brush,810119021809,99.99,,Cleaning,29-05-2023
Silicone Bristle Glove 1 pair,6009223668176,99.99,,Cleaning,29-05-2023
OMO Auto Washing Powder with Hygiene 2 kg,6001087388979,98.99,2.0,Cleaning,29-05-2023
Duck Active Clean Citrus Rimblock 35 g,6001298001766,39.99,0.04,Cleaning,29-05-2023
Ocean Mist 3 in 1 All Purpose Cream Cleaner 750 ml,6009217629084,34.99,0.75,Cleaning,29-05-2023
Comfort Morning Fresh Concentrated Fabric Softener Refill 800 ml,6001087352499,47.99,0.8,Cleaning,29-05-2023
Earth Friendly Multipurpose Plastic Free Cloth 5 pcs,6009223479482,39.99,,Cleaning,29-05-2023
Earth Friendly Bio Kitchen Scrubber 1 pk,6009223479499,29.99,,Cleaning,29-05-2023
